scenario,model_type,feature,shap_abs_mean,coef,coef_abs,relative_importance_pct,coef_direction
w2_predict_w2,ridge,v19_2,0.026351263993712615,-0.032830544643721114,0.032830544643721114,0.5237875680645125,negative
w2_predict_w2,ridge,v42_13,0.02622457644340688,0.054693834004102694,0.054693834004102694,0.8726005191818239,positive
w2_predict_w2,ridge,v54_11,0.025479129419371627,-0.03711362390513439,0.03711362390513439,0.5921209964163405,negative
w2_predict_w2,ridge,v25_7,0.02477745275800078,0.029501584012804245,0.029501584012804245,0.4706764116102765,positive
w2_predict_w2,ridge,v19_1,0.024251222467069577,0.027531295844047517,0.027531295844047517,0.4392418905111347,positive
w2_predict_w2,ridge,v19_8,0.02336775350836907,0.02882528465474044,0.02882528465474044,0.45988654504278476,positive
w2_predict_w2,ridge,v25_11,0.0227485768164009,0.02696176594410164,0.02696176594410164,0.4301554533389835,positive
w2_predict_w2,ridge,v28_5,0.02246294883111408,-0.02707366911337462,0.02707366911337462,0.431940787378619,negative
w2_predict_w2,ridge,v23_3,0.02236484496482981,-0.027102176233160878,0.027102176233160878,0.43239559783355985,negative
w2_predict_w2,ridge,v6_7,0.02215843103233099,0.02435577303189225,0.02435577303189225,0.3885787233549877,positive
w2_predict_w2,ridge,v6_9,0.0203233257223767,-0.024175523718786826,0.024175523718786826,0.38570297607813453,negative
w2_predict_w2,ridge,v28_3,0.018908794999940446,-0.02592485517597973,0.02592485517597973,0.41361229283316625,negative
w2_predict_w2,ridge,v22_2,0.018070210184909424,-0.02092693489472234,0.02092693489472234,0.33387409360713594,negative
w2_predict_w2,ridge,v6_10,0.018058800578630626,0.023896902843633466,0.023896902843633466,0.3812577817570438,positive
w2_predict_w2,ridge,v25_3,0.017814512792222258,0.021051332842353696,0.021051332842353696,0.3358587727883419,positive
w2_predict_w2,ridge,v28_9,0.017737388837000146,-0.021868141800627156,0.021868141800627156,0.34889036828790626,negative
w2_predict_w2,ridge,v5_4,0.016948691885514074,-0.020158555380485037,0.020158555380485037,0.32161515482069336,negative
