scenario,setting,feature,importance_mean,importance_std
w2_self,baseline_no_drop_plus_interpersonal,ip_in_offline_friend_rate_class,4.2119596575201926e-05,9.444137228260484e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_enemy_total,2.3310023310146865e-05,1.8833274719900543e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_friend_total,2.019432712516145e-05,1.9307745884079463e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_class_size_minus1,1.915576173017186e-05,3.907893813266269e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_class_size,1.7771007870154286e-05,3.8119875786536505e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_received_like_ratio,1.7194027095174257e-05,0.0002530798165752099
w2_self,baseline_no_drop_plus_interpersonal,ip_in_offline_enemy_rate_class,7.154561610128729e-06,1.9717552954222162e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_enemy_online_minus_offline_rate_class,6.462184680094963e-06,7.02306725504442e-06
w2_self,baseline_no_drop_plus_interpersonal,ip_reciprocal_enemy_count_rate_class,5.53901544014801e-06,6.421420173732431e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_friend_online_minus_offline_rate_class,4.615846200139995e-06,2.4738954872469773e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_reciprocal_enemy_count,3.923469270133983e-06,4.05045435479741e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_friend_online_minus_offline_rate_class,2.53871541006645e-06,1.6155461700235422e-06
w2_self,baseline_no_drop_plus_interpersonal,ip_out_friend_online_minus_offline,2.0771307901290557e-06,2.5185987394594957e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_offline_friend,1.0385653951505703e-06,2.2214584080483843e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_online_friend,-8.077730848876641e-07,8.51980057757195e-06
w2_self,baseline_no_drop_plus_interpersonal,ip_liked_by_me_but_enemy_to_me_count,-1.269357704988816e-05,3.320122053331932e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_same_target_friend_and_enemy_count_rate_class,-6.173694292491705e-05,0.0004575319301109677
w2_self,baseline_no_drop_plus_interpersonal,ip_sent_net,-7.004546608490037e-05,4.715327507634563e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_offline_enemy,-7.40843315099271e-05,7.710294073156659e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_enemy_total_rate_class,-7.743082000489787e-05,4.7080924150466795e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_out_enemy_total,-8.100810080994836e-05,4.468022293389969e-05
w2_self,baseline_no_drop_plus_interpersonal,ip_in_friend_total,-8.827805857494764e-05,0.00015105859170142996
w2_self,baseline_no_drop_plus_interpersonal,ip_out_offline_friend_rate_class,-0.00010062544715995214,0.00020878784209597733
w2_self,baseline_no_drop_plus_interpersonal,ip_out_online_friend_rate_class,-0.00010189480486493263,0.00020137376298153946
w2_self,baseline_no_drop_plus_interpersonal,ip_received_net,-0.00010535668951495159,0.00011679156997477228
w2_self,baseline_no_drop_plus_interpersonal,ip_in_online_enemy_rate_class,-0.00013074384361501102,9.306190154867981e-05
